section	pivot_word	template	occurrences	paper_count	top_papers	exemplar_quotes
introduction	however	However these examples still rely on particular NC types and/or ligand matrices facing difficulties fulfilling the full range of tunable physical properties offered by metal semiconductor and dielectric NCs for solid-state device construction.	1	1	10.1038/s41467-025-64596-4	However these examples still rely on particular NC types and/or ligand matrices facing difficulties fulfilling the full range of tunable physical properties offered by metal semiconductor and dielectric NCs for solid-state device construction.
results	however	These as-printed NC structures however are electrically insulating due to the separation of individual NCs by bulky organic ligands (Fig. #a).	1	1	10.1038/s41467-025-64596-4	These as-printed NC structures however are electrically insulating due to the separation of individual NCs by bulky organic ligands (Fig. 1a).
results	whereas	The colour contrast in the scanning electron microscopy (SEM) image reflects the difference in conductivity and z-height of the two areas of printed Ag NC films (Fig. #f) whereas the nano-FTIR image indicates their drastically different intensities of IR absorption at # cm⁻¹ wavenumber (Fig. #g).	1	1	10.1038/s41467-025-64596-4	The colour contrast in the scanning electron microscopy (SEM) image reflects the difference in conductivity and z-height of the two areas of printed Ag NC films (Fig. 1f) whereas the nano-FTIR image indicates their drastically different intensities of IR absorption at 2900 cm⁻¹ wavenumber (Fig. 1g).
results	while	For example the width of printed Ag NC lines is reduced from \(#\pm #\{{\mathrm{nm}}}\) to \(#\pm #\{{\mathrm{nm}}}\) after the NH₄SCN L-E while the as-printed PbS NC lines shrink from \(#\pm #\{{\mathrm{nm}}}\) to \(#\pm #\{{\mathrm{nm}}}\) after the TBAI ligand exchange (Fig. #ik).	1	1	10.1038/s41467-025-64596-4	For example the width of printed Ag NC lines is reduced from \(651\pm 49\{{\mathrm{nm}}}\) to \(274\pm 31\{{\mathrm{nm}}}\) after the NH₄SCN L-E while the as-printed PbS NC lines shrink from \(754\pm 65\{{\mathrm{nm}}}\) to \(544\pm 34\{{\mathrm{nm}}}\) after the TBAI ligand exchange (Fig. 1ik).
results	but	The L-E treatment further shrinks the linewidth as consistently shown in SEM images but the relative dimension change varies with v.	1	1	10.1038/s41467-025-64596-4	The L-E treatment further shrinks the linewidth as consistently shown in SEM images but the relative dimension change varies with v.
results	although	This deviation suggests that the first Ag NC layer although printed with high v is sufficiently dense to sustain a high FR such that fewer additional layers are needed or higher ve is allowed to obtain the same high FR.	1	1	10.1038/s41467-025-64596-4	This deviation suggests that the first Ag NC layer although printed with high v is sufficiently dense to sustain a high FR such that fewer additional layers are needed or higher ve is allowed to obtain the same high FR.
abstract	however	However near-infrared (NIR) LEDs employing PQDs exhibit inferior external quantum efficiency related to the PQD emitting in the visible range.	1	1	10.1038/s41377-024-01704-x	However near-infrared (NIR) LEDs employing PQDs exhibit inferior external quantum efficiency related to the PQD emitting in the visible range.
introduction	however	However in the near-infrared I region (NIR-I ># nm) until now the efficiency is still relatively low.	1	1	10.1038/s41377-024-01704-x	However in the near-infrared I region (NIR-I >750 nm) until now the efficiency is still relatively low.
results	but	Surface ligand exchange is widely recognized as an effective way to replenish the trap sites and replace the long oleate ligands but the incompact ligand-QD binding usually leads to undesired ligand desorption and new trap sites during the film-preparation process so the appropriate ligand is a prerequisite for high-performance QDs.	1	1	10.1038/s41377-024-01704-x	Surface ligand exchange is widely recognized as an effective way to replenish the trap sites and replace the long oleate ligands but the incompact ligand-QD binding usually leads to undesired ligand desorption and new trap sites during the film-preparation process so the appropriate ligand is a prerequisite for high-performance QDs.
results	while	We observed the FASCN-treated films exhibited good thermal stability with no observable emission shift with increasing heating time (Δλ = # nm) while the control films suffered from a significant shift with a Δλ of # nm and the improved thermal stability was also clearly revealed by the PL intensity map (Fig.	1	1	10.1038/s41377-024-01704-x	We observed the FASCN-treated films exhibited good thermal stability with no observable emission shift with increasing heating time (Δλ = 1 nm) while the control films suffered from a significant shift with a Δλ of 12 nm and the improved thermal stability was also clearly revealed by the PL intensity map (Fig.
methods	while	The PMA-# system was connected to an integrating sphere (# in collecting device forward light) and a power supply system (controlling current output) while a PR-# instrument (Photo Research #–# nm) was used to calibrate the absolute radiance.	1	1	10.1038/s41377-024-01704-x	The PMA-12 system was connected to an integrating sphere (3.3 in collecting device forward light) and a power supply system (controlling current output) while a PR-745 instrument (Photo Research 380–1060 nm) was used to calibrate the absolute radiance.
abstract	however	However, the further development of perovskite LEDs requires ideal device electrical properties, which strongly depend on its interfaces.	1	1	10.1038/s41467-023-41929-9	However, the further development of perovskite LEDs requires ideal device electrical properties, which strongly depend on its interfaces.
introduction	however	However, in PeLEDs, the random configuration of the inorganic/organic heterointerface often leads to reduced physical robustness, imperfect hole injection, and undesired trap states, resulting in heterointerfaces with incommensurate nature.	1	1	10.1038/s41467-023-41929-9	However, in PeLEDs, the random configuration of the inorganic/organic heterointerface often leads to reduced physical robustness, imperfect hole injection, and undesired trap states, resulting in heterointerfaces with incommensurate nature.
introduction	but	This SAM not only improved the robustness and energy level coupling between the NiOx and PVK layers, but also provided a much-improved surface trap passivation effect to the NiOx simultaneously.	1	1	10.1038/s41467-023-41929-9	This SAM not only improved the robustness and energy level coupling between the NiOx and PVK layers, but also provided a much-improved surface trap passivation effect to the NiOx simultaneously.
results	but	These results suggest that the DMSO had washed away a portion of the PVK film in both cases, but less severely for that on the #PACz SAM substrate.	1	1	10.1038/s41467-023-41929-9	These results suggest that the DMSO had washed away a portion of the PVK film in both cases, but less severely for that on the 2PACz SAM substrate.
results	however	However, the contact angle kept similar (~#°) in the NiOx/SAM/PVK film, suggesting the remain of a compact PVK layer.	1	1	10.1038/s41467-023-41929-9	However, the contact angle kept similar (~90°) in the NiOx/SAM/PVK film, suggesting the remain of a compact PVK layer.
results	while	It could be partially attributed to the formation of the aforementioned interfacial dipoles across the NiOx/SAM interface, while the carbazole moiety in the #PACz SAM also contributed to the deepening of the energy level, thus reducing the energy barrier of hole injection from NiOx.	1	1	10.1038/s41467-023-41929-9	It could be partially attributed to the formation of the aforementioned interfacial dipoles across the NiOx/SAM interface, while the carbazole moiety in the 2PACz SAM also contributed to the deepening of the energy level, thus reducing the energy barrier of hole injection from NiOx.
discussion	but	This work demonstrates a simple but effective strategy to improve the organic/inorganic hole injection heterointerface for more efficient and brighter PeLEDs with quick response, paving the way for new applications of PeLEDs, such as light fidelity.	1	1	10.1038/s41467-023-41929-9	This work demonstrates a simple but effective strategy to improve the organic/inorganic hole injection heterointerface for more efficient and brighter PeLEDs with quick response, paving the way for new applications of PeLEDs, such as light fidelity.
