from_section	to_section	pattern	occurrences	paper_count	top_papers	exemplar_quotes
abstract	introduction	The theoretical thermodynamic efficiency limit of single-junction solar cells is known to approach ~ #% under AM # G illumination arising from the unavoidable photon spontaneous radiative losses and solar spectra-bandgap mismatch property.	1	1	10.1038/s41467-025-58047-3	The theoretical thermodynamic efficiency limit of single-junction solar cells is known to approach ~ 33% under AM 1.5 G illumination arising from the unavoidable photon spontaneous radiative losses and solar spectra-bandgap mismatch property.
introduction	results	We fabricated a typically p-i-n configuration perovskite/organic TSC with the structure of ITO/SAM/perovskite (Eg ~ # eV)/C₆₀/SnO₂/Au/MoO₃/organic active layer (Eg ~ # eV)/PNDIT-F#N/Ag as depicted in Fig. #a.	1	1	10.1038/s41467-025-58047-3	We fabricated a typically p-i-n configuration perovskite/organic TSC with the structure of ITO/SAM/perovskite (Eg ~ 1.85 eV)/C₆₀/SnO₂/Au/MoO₃/organic active layer (Eg ~ 1.37 eV)/PNDIT-F3N/Ag as depicted in Fig. 1a.
results	discussion	Balanced carrier transport within the ICL is crucial for minimizing non-radiative recombination and improving device performance in perovskite/organic TSCs.	1	1	10.1038/s41467-025-58047-3	Balanced carrier transport within the ICL is crucial for minimizing non-radiative recombination and improving device performance in perovskite/organic TSCs.
discussion	methods	For the materials of perovskite formamidinium iodide (FAI) methylammonium iodide (MAI) and Cesium iodide (CsI) were purchased from Greatcell Solar Materials Pty.	1	1	10.1038/s41467-025-58047-3	For the materials of perovskite formamidinium iodide (FAI) methylammonium iodide (MAI) and Cesium iodide (CsI) were purchased from Greatcell Solar Materials Pty.
abstract	introduction	Wide-bandgap oxide semiconductors (OSs) have been extensively studied as active channel layers of thin-film transistors (TFTs) for next-generation flat-panel displays nonvolatile memories inverters various sensors Schottky devices and so on.	1	1	10.1038/s41467-022-28480-9	Wide-bandgap oxide semiconductors (OSs) have been extensively studied as active channel layers of thin-film transistors (TFTs) for next-generation flat-panel displays nonvolatile memories inverters various sensors Schottky devices and so on.
introduction	results	Structural properties of the In₂O₃ and In₂O₃:H films	1	1	10.1038/s41467-022-28480-9	Structural properties of the In₂O₃ and In₂O₃:H films
results	discussion	In this study we demonstrate the high-performance polycrystalline In₂O₃:H TFTs using a low-temperature SPC process.	1	1	10.1038/s41467-022-28480-9	In this study we demonstrate the high-performance polycrystalline In₂O₃:H TFTs using a low-temperature SPC process.
discussion	methods	Fabrication of In₂O₃:H TFTs	1	1	10.1038/s41467-022-28480-9	Fabrication of In₂O₃:H TFTs
abstract	introduction	Transparent electrodes in organic optoelectronic devices are often based on indium tin oxide (ITO) which is the most successful transparent conducting material used in both academia and industry.	1	1	10.1038/s41467-022-32010-y	Transparent electrodes in organic optoelectronic devices are often based on indium tin oxide (ITO) which is the most successful transparent conducting material used in both academia and industry.
introduction	results	Conductive and transparent ZnO thin films grown using the sol-gel method	1	1	10.1038/s41467-022-32010-y	Conductive and transparent ZnO thin films grown using the sol-gel method
results	discussion	Finding an alternative transparent electrode to ITO for the new generation of optoelectronic devices such as organic and perovskite devices has been challenging for the industrialization of these technologies.	1	1	10.1038/s41467-022-32010-y	Finding an alternative transparent electrode to ITO for the new generation of optoelectronic devices such as organic and perovskite devices has been challenging for the industrialization of these technologies.
discussion	methods	All the characterizations and measurements performed in this work were repeated by different persons and similar results were obtained.	1	1	10.1038/s41467-022-32010-y	All the characterizations and measurements performed in this work were repeated by different persons and similar results were obtained.
abstract	introduction	With the growing demand for data-driven applications such as the next-generation machine learning accelerators and the Internet of Things (IoT) the traditional von-Neumann architecture with disjoint memory and processing units suffers from huge memory latency and limited data bandwidth which is further intensified by the scaling limits of silicon transistors.	1	1	10.1038/s41467-023-41868-5	With the growing demand for data-driven applications such as the next-generation machine learning accelerators and the Internet of Things (IoT) the traditional von-Neumann architecture with disjoint memory and processing units suffers from huge memory latency and limited data bandwidth which is further intensified by the scaling limits of silicon transistors.
introduction	results	Fabrication of TFT and circuits	1	1	10.1038/s41467-023-41868-5	Fabrication of TFT and circuits
results	methods	The fabrication process started with the standard cleaning steps with the SC-# and SC-#	1	1	10.1038/s41467-023-41868-5	The fabrication process started with the standard cleaning steps with the SC-1 and SC-2.
abstract	introduction	The field-effect transistor (FET) is a fundamental component in modern electronics.	1	1	10.1038/s41467-023-41041-y	The field-effect transistor (FET) is a fundamental component in modern electronics.
introduction	results	Indium has been utilized across a variety of applications (element scarcity is shown in Supplementary Table #) including displays (e.g.	1	1	10.1038/s41467-023-41041-y	Indium has been utilized across a variety of applications (element scarcity is shown in Supplementary Table 1) including displays (e.g.
results	methods	The device fabrication started with a standard wet and dry pre-clean of # mm Si substrate.	1	1	10.1038/s41467-023-41041-y	The device fabrication started with a standard wet and dry pre-clean of 300 mm Si substrate.
abstract	introduction	Power devices are essential building blocks for high-efficiency energy conversion in power electronics systems.	1	1	10.1038/s41467-023-40194-0	Power devices are essential building blocks for high-efficiency energy conversion in power electronics systems.
introduction	results	NiO/Ga₂O₃ p-n heterojunction diode	1	1	10.1038/s41467-023-40194-0	NiO/Ga₂O₃ p-n heterojunction diode
results	discussion	The intriguing physics of the NiO/Ga₂O₃ heterojunction enables the fabricated HJD to deliver a breakthrough trade-off between device performance and robustness.	1	1	10.1038/s41467-023-40194-0	The intriguing physics of the NiO/Ga₂O₃ heterojunction enables the fabricated HJD to deliver a breakthrough trade-off between device performance and robustness.
discussion	methods	The epitaxial structure was grown by hydride vapor phase epitaxy (HVPE) on a conductive Sn-doped (#) β-Ga₂O₃ substrate consisting of a #-μm Si-doped β-Ga₂O₃ drift layer with an electron concentration of # × #¹⁶cm⁻³.	1	1	10.1038/s41467-023-40194-0	The epitaxial structure was grown by hydride vapor phase epitaxy (HVPE) on a conductive Sn-doped (001) β-Ga₂O₃ substrate consisting of a 10-μm Si-doped β-Ga₂O₃ drift layer with an electron concentration of 1.7 × 10¹⁶cm⁻³.
abstract	introduction	Recent advancements in reducing device thickness in the field of ultrathin flexible transparent electrodes (uFTEs) have been favorably prevailing in state-of-art research fields and modern device innovations such as wearable optoelectronic devices implantable bioelectronics soft robotics aircraft electronics and imperceptible electronic skin since a high level of compatibility and comfortability.	1	1	10.1038/s41467-024-46243-6	Recent advancements in reducing device thickness in the field of ultrathin flexible transparent electrodes (uFTEs) have been favorably prevailing in state-of-art research fields and modern device innovations such as wearable optoelectronic devices implantable bioelectronics soft robotics aircraft electronics and imperceptible electronic skin since a high level of compatibility and comfortability.
introduction	results	Solution-processed uFTEs with four phases of stability	1	1	10.1038/s41467-024-46243-6	Solution-processed uFTEs with four phases of stability
results	discussion	The robust operational stability of the entirely solution-processed substrate-integrated uFTEs with greatly thin <# μm has been demonstrated with the tri-system integration within the composite electrode of Ag nanonets and ZⁿONP matrix.	1	1	10.1038/s41467-024-46243-6	The robust operational stability of the entirely solution-processed substrate-integrated uFTEs with greatly thin <0.5 μm has been demonstrated with the tri-system integration within the composite electrode of Ag nanonets and ZⁿONP matrix.
discussion	methods	Ethanol (AnalaR NORMAPUR(R) ACS ≥#% VWR Chemicals) was used in this work.	1	1	10.1038/s41467-024-46243-6	Ethanol (AnalaR NORMAPUR(R) ACS ≥99.8% VWR Chemicals) was used in this work.
abstract	introduction	Low-thermal-budget electronics are manufactured on unconventional substrates such as paper plastic or metal foil.	1	1	10.1038/s41928-024-01205-0	Low-thermal-budget electronics are manufactured on unconventional substrates such as paper plastic or metal foil.
introduction	results	Figure #ab shows schematics of bottom-gate (BG) and top-gate (TG) n-channel In₂O₃ TFTs which were fabricated on Si/SiO₂ substrates.	1	1	10.1038/s41928-024-01205-0	Figure 1ab shows schematics of bottom-gate (BG) and top-gate (TG) n-channel In₂O₃ TFTs which were fabricated on Si/SiO₂ substrates.
results	discussion	We have described an approach for monolithic #D TFT integration at room temperature which can be used to stack ten vertical layers.	1	1	10.1038/s41928-024-01205-0	We have described an approach for monolithic 3D TFT integration at room temperature which can be used to stack ten vertical layers.
discussion	methods	A thick # µm layer of SiO₂ was thermally grown on a highly doped p-type Si substrate (Si/SiO₂).	1	1	10.1038/s41928-024-01205-0	A thick 2 µm layer of SiO₂ was thermally grown on a highly doped p-type Si substrate (Si/SiO₂).
abstract	introduction	The growing demand for high-form-factor electronics has previously vitalized commercialization of flexible electronic devices leading to extensive research on the design of deformable systems.	1	1	10.1038/s41467-024-47184-w	The growing demand for high-form-factor electronics has previously vitalized commercialization of flexible electronic devices leading to extensive research on the design of deformable systems.
introduction	results	Monolithic fabrication of stretchable inorganic transistors	1	1	10.1038/s41467-024-47184-w	Monolithic fabrication of stretchable inorganic transistors
results	discussion	Here we demonstrate the highly stretchable metal-oxide transistor arrays and circuitry using dual-island structure on molecular-tailored elastomer substrates employing a CMOS-compatible fabrication process.	1	1	10.1038/s41467-024-47184-w	Here we demonstrate the highly stretchable metal-oxide transistor arrays and circuitry using dual-island structure on molecular-tailored elastomer substrates employing a CMOS-compatible fabrication process.
discussion	methods	Synthesis of EA and preparation of photoresist resin	1	1	10.1038/s41467-024-47184-w	Synthesis of EA and preparation of photoresist resin
abstract	introduction	The demand for sustainable high-performance electronic devices and integrated circuits has been on the rise especially for advanced device applications such as flexible displays lightweight wearable electronics and sensors electronic skin Internet of Things and back-end-of-line (BEOL)-compatible transistors for three-dimensional highly-integrated circuits.	1	1	10.1038/s41467-025-57200-2	The demand for sustainable high-performance electronic devices and integrated circuits has been on the rise especially for advanced device applications such as flexible displays lightweight wearable electronics and sensors electronic skin Internet of Things and back-end-of-line (BEOL)-compatible transistors for three-dimensional highly-integrated circuits.
