section	opener_3gram	total_occurrences	paper_count	top_papers
results	as the voltage	5	5	10.1038/s41377-024-01727-4;10.1038/s41377-026-02356-9;10.1038/s41467-024-52401-7;10.1038/s41467-024-52521-0;10.1038/s41467-025-65871-0
methods	all precursor solutions	5	4	10.1038/s41467-021-25955-z;10.1038/s41467-025-62345-1;10.1038/s41467-026-74583-y;10.1038/s41467-026-75756-5
results	in stark contrast	5	5	10.1038/s41467-023-40150-y;10.1038/s41467-024-47184-w;10.1038/s41467-024-55619-7;10.1038/s41467-025-61085-6;10.1038/s41467-026-74198-3
methods	in the end	5	4	10.1038/s41377-025-01835-9;10.1038/s41467-022-28037-w;10.1038/s41467-024-52521-0;10.1038/s41467-026-72733-w
results	the peak eqe	5	5	10.1038/s41467-021-24616-5;10.1038/s41467-023-43472-z;10.1038/s41467-024-44894-z;10.1038/s41928-024-01181-5;qdp_2013_auger-control-carrier-kinetics
methods	the resulting solution	5	5	10.1038/s41467-018-05909-8;10.1038/s41467-020-16652-4;10.1038/s41467-025-59527-2;10.1038/s41467-026-69198-2;10.1038/s41467-026-73298-4
results	the effects of	5	5	10.1038/s41467-019-13909-5;10.1038/s41467-020-14756-5;10.1038/s41467-020-17633-3;10.1038/s41467-022-31478-y;10.1038/s41467-024-45945-1
results	this indicates the	5	5	10.1038/s41377-025-01867-1;10.1038/s41467-021-24762-w;10.1038/s41467-023-40194-0;10.1038/s41467-025-58471-5;10.1038/s41467-026-74151-4
results	to determine the	5	4	10.1038/s41467-025-62345-1;10.1038/s41467-019-12558-y;10.1038/s41467-025-66421-4;10.1038/s41563-024-01812-4
methods	the steady-state pl	5	5	10.1038/s41377-026-02246-0;10.1038/s41467-019-09794-7;10.1038/s41467-024-50508-5;10.1038/s41467-025-56001-x;10.1038/s41467-026-74583-y
methods	the distance between	5	4	10.1038/s41467-020-20433-4;10.1038/s41467-023-40194-0;10.1038/s41467-024-45944-2;10.1038/s41586-024-07360-w
results	the impact of	5	5	10.1038/s41377-025-01817-x;10.1038/s41467-018-07383-8;10.1038/s41467-024-55376-7;10.1038/s41928-026-01670-9;10.1038/s43246-024-00576-3
methods	all reagents were	5	5	10.1038/s41467-019-13437-2;10.1038/s41467-020-17633-3;10.1038/s41467-025-56987-4;10.1038/s41467-025-67737-x;10.1038/s41467-026-73298-4
results	the peak at	5	4	10.1038/s43246-026-01177-y;10.1038/s41377-022-00992-5;10.1038/s41467-021-21522-8;10.1038/s43246-026-01136-7
methods	the reaction temperature	5	5	10.1038/s41467-018-04986-z;10.1038/s41467-020-15481-9;10.1038/s41467-022-35731-2;10.1038/s41467-024-50432-8;qdp_2013_auger-control-carrier-kinetics
results	the pl lifetime	5	5	10.1038/s41377-020-0328-6;10.1038/s41467-018-06425-5;10.1038/s41467-024-45944-2;10.1038/s41467-024-49838-1;10.1038/s41467-025-65135-x
results	we demonstrate that	5	5	10.1038/s41467-020-14756-5;10.1038/s41467-020-20582-6;10.1038/s41467-023-41041-y;10.1038/s41467-024-49838-1;10.1038/s41928-024-01151-x
results	the maximum brightness	5	4	alhtl_2017_cspbbr3-moo3-hil-peled;10.1038/s41377-022-01036-8;10.1038/s41467-021-24931-x;10.1038/s41467-025-56001-x
results	we then measured	5	5	10.1038/s41377-026-02247-z;10.1038/s41467-020-20433-4;10.1038/s41467-024-50432-8;10.1038/s41467-024-50634-0;10.1038/s41467-025-56987-4
results	we compared the	5	4	10.1038/s41467-020-17633-3;10.1038/s41377-024-01704-x;10.1038/s41377-025-01959-y;10.1038/s41467-025-67737-x
results	meanwhile we also	5	4	10.1038/s41377-026-02246-0;10.1038/s41377-024-01601-3;10.1038/s41377-025-01959-y;10.1038/s41467-019-09794-7
methods	the calculation of	5	5	10.1038/s41467-024-49574-6;10.1038/s41467-024-50432-8;10.1038/s41467-025-58471-5;10.1038/s41467-026-72625-z;10.1038/s41586-024-07149-x
methods	the wet perovskite	5	2	10.1038/s41467-025-63389-z;10.1038/s41467-025-56068-6
methods	then the sample	5	4	10.1038/s41467-019-08561-y;10.1038/s41467-024-55619-7;10.1038/s41467-025-58047-3;10.1038/s41467-026-73911-6
results	in case of	5	3	10.1038/s41467-020-15481-9;10.1038/s41467-025-60886-z;qdp_2013_carrier-multiplication-qd-films
results	the increase of	5	5	10.1038/s41377-022-00992-5;10.1038/s41467-019-12558-y;10.1038/s41467-020-15481-9;10.1038/s41467-024-49838-1;alhtl_2017_cspbbr3-moo3-hil-peled
introduction	metal halide perovskite	5	5	10.1038/s41377-025-02019-1;10.1038/s41377-026-02184-x;10.1038/s41467-025-63209-4;10.1038/s41467-026-71292-4;10.1038/s41928-024-01181-5
methods	after 30 min	5	5	10.1038/s41467-020-14756-5;10.1038/s41467-020-16652-4;10.1038/s41467-025-61511-9;10.1038/s41467-025-64546-0;10.1038/s41467-025-64696-1
methods	the films were	5	5	10.1038/s41467-018-07099-9;10.1038/s41467-019-13437-2;10.1038/s41467-019-13909-5;10.1038/s41467-024-54160-x;10.1038/s41563-024-01812-4
results	for the case	5	4	10.1038/s41467-024-49751-7;10.1038/s41467-019-08749-2;10.1038/s41467-021-21522-8;10.1038/s42005-023-01169-1
results	however as the	5	5	10.1038/s41467-021-24616-5;10.1038/s41467-023-43472-z;10.1038/s41467-024-53221-5;10.1038/s41467-025-66421-4;qdp_2016_inas-qd-size-tunable-nir-emission
results	optical properties of	5	5	10.1038/s41467-018-05909-8;10.1038/s41467-018-06425-5;10.1038/s41467-019-09737-2;10.1038/s41467-019-09794-7;10.1038/s41467-024-55376-7
discussion	in addition we	5	4	10.1038/s41467-020-14747-6;10.1038/s41377-024-01601-3;10.1038/s41467-024-52208-6;qdp_2013_carrier-multiplication-qd-films
results	to characterize the	5	5	10.1038/s41377-024-01727-4;10.1038/s41467-018-05909-8;10.1038/s41467-021-24762-w;10.1038/s41467-024-50432-8;10.1038/s41467-024-52208-6
methods	this procedure was	5	5	10.1038/s41377-025-01972-1;10.1038/s41467-024-44894-z;10.1038/s41467-024-45944-2;10.1038/s41467-024-55619-7;10.1038/s41586-023-05855-6
results	taken together the	5	3	10.1038/s41467-021-22864-z;10.1038/s41467-018-07383-8;qdp_2012_lifetime-blinking-nonblinking-qd
results	we also found	5	5	10.1038/s41467-018-05909-8;10.1038/s41467-021-22864-z;10.1038/s41467-025-56987-4;10.1038/s41467-025-57200-2;10.1038/s41586-024-07360-w
discussion	we have demonstrated	5	5	10.1038/s41377-025-01987-8;10.1038/s41377-026-02246-0;10.1038/s41467-022-31478-y;10.1038/s41467-024-49791-z;10.1038/s41467-026-72115-2
results	the extent of	5	4	10.1038/s41467-024-55619-7;10.1038/s41377-025-01835-9;10.1038/s41467-021-25955-z;10.1038/s41467-023-39488-0
results	the above analysis	5	4	10.1038/s41467-017-01379-6;10.1038/s41467-018-06294-y;10.1038/s41467-023-36773-w;qdp_2013_auger-control-carrier-kinetics
results	the results showed	5	5	10.1038/s41377-025-02019-1;10.1038/s41467-021-24931-x;10.1038/s41467-026-72115-2;10.1038/s41467-026-73298-4;10.1038/s41467-026-73911-6
results	the histograms of	5	5	10.1038/s41467-019-13909-5;10.1038/s41467-024-44894-z;10.1038/s41467-024-50634-0;10.1038/s41467-024-55376-7;qdp_2012_lifetime-blinking-nonblinking-qd
results	sem images of	5	5	10.1038/s41467-019-08561-y;10.1038/s41467-020-16865-7;10.1038/s41467-024-49751-7;10.1038/s41467-026-73911-6;10.1038/s41467-026-74151-4
results	these results also	5	5	10.1038/s41377-025-01817-x;10.1038/s41377-026-02356-9;10.1038/s41467-020-16560-7;10.1038/s41467-025-58471-5;10.1038/s41467-025-66421-4
results	we hypothesize that	5	5	10.1038/s41467-020-16855-9;10.1038/s41467-024-49751-7;10.1038/s41467-026-69200-x;10.1038/s41467-026-70555-4;alhtl_2017_cspbbr3-moo3-hil-peled
methods	the data that	5	5	10.1038/s41467-017-01379-6;10.1038/s41467-018-02978-7;10.1038/s41467-018-03049-7;10.1038/s41467-018-04986-z;alhtl_2017_cspbbr3-moo3-hil-peled
results	according to our	5	5	10.1038/s41377-025-01867-1;10.1038/s41377-026-02356-9;10.1038/s41467-022-31189-4;10.1038/s41467-023-40746-4;10.1038/s41467-024-50432-8
results	by increasing the	5	3	10.1038/s41467-024-52521-0;10.1038/s41467-019-09737-2;10.1038/s41563-025-02123-y
results	the reduction of	5	5	10.1038/s41377-024-01704-x;10.1038/s41377-025-01959-y;10.1038/s41467-018-05909-8;10.1038/s41467-020-14756-5;10.1038/s41467-024-44894-z
results	the simulation results	5	5	10.1038/s41467-020-20555-9;10.1038/s41467-022-31478-y;10.1038/s41467-023-40194-0;10.1038/s41467-024-51760-5;10.1038/s41467-024-53965-0
results	with the addition	5	3	10.1038/s41377-026-02247-z;10.1038/s41467-019-08749-2;10.1038/s41467-018-06425-5
methods	the supernatant was	5	4	10.1038/s41377-024-01704-x;10.1038/s41467-024-53221-5;10.1038/s41467-024-55619-7;10.1038/s41467-025-57304-9
introduction	since the first	5	5	10.1038/s41377-022-01036-8;10.1038/s41467-018-07099-9;10.1038/s41467-020-17633-3;10.1038/s41467-025-56001-x;qdp_2013_auger-control-carrier-kinetics
results	we then fabricated	5	5	10.1038/s41467-020-20555-9;10.1038/s41467-025-56068-6;10.1038/s41467-025-58470-6;10.1038/s41467-025-65135-x;10.1038/s41467-026-72733-w
results	the el intensity	5	5	10.1038/s41467-018-06425-5;10.1038/s41467-021-25955-z;10.1038/s41467-022-31478-y;10.1038/s41467-024-52521-0;10.1038/s41467-025-62345-1
introduction	in the present	5	5	10.1038/s41377-025-02019-1;10.1038/s41467-018-05760-x;10.1038/s41467-024-49791-z;10.1038/s41467-025-56987-4;10.1038/s41563-025-02123-y
results	the size of	5	5	10.1038/s41467-020-16652-4;10.1038/s41467-021-24931-x;10.1038/s41467-023-41041-y;10.1038/s41467-023-41868-5;10.1038/s41467-023-43472-z
results	as such we	5	4	10.1038/s41563-025-02123-y;10.1038/s41467-019-13951-3;10.1038/s41467-021-22864-z;10.1038/s41928-024-01151-x
results	as discussed earlier	5	4	10.1038/s41467-026-74151-4;10.1038/s41467-019-13909-5;10.1038/s41467-020-16855-9;10.1038/s41467-026-69198-2
results	further increasing the	5	3	10.1038/s41377-025-01972-1;10.1038/s41467-024-52521-0;10.1038/s41377-024-01727-4
results	besides we also	5	3	10.1038/s41377-026-02246-0;10.1038/s41467-026-71292-4;10.1038/s41467-024-50508-5
results	we show the	5	3	10.1038/s41928-024-01151-x;10.1038/s41467-020-20582-6;qdp_2012_lifetime-blinking-nonblinking-qd
results	to further study	5	5	10.1038/s41377-024-01704-x;10.1038/s41467-024-45945-1;10.1038/s41467-024-49751-7;10.1038/s41467-025-56001-x;10.1038/s41467-025-59515-6
results	we calculated the	5	5	10.1038/s41377-024-01704-x;10.1038/s41377-026-02237-1;10.1038/s41467-025-63389-z;10.1038/s41467-025-64111-9;10.1038/s43246-026-01177-y
results	the pl spectra	5	5	10.1038/s41467-018-05909-8;10.1038/s41467-024-49751-7;10.1038/s41563-024-01812-4;10.1038/s41566-024-01458-3;10.1038/s43246-026-01177-y
results	to address the	5	5	10.1038/s41377-025-02019-1;10.1038/s41467-021-21522-8;10.1038/s41467-025-64111-9;10.1038/s41467-025-65871-0;qdp_2016_inas-qd-size-tunable-nir-emission
results	the performances of	4	4	10.1038/s41377-025-01835-9;10.1038/s41467-020-16865-7;10.1038/s41467-021-20970-6;10.1038/s43246-020-00084-0
methods	conversion synthesis of	4	1	10.1038/s41467-020-16855-9
results	the reason for	4	3	10.1038/s41467-022-32010-y;10.1038/s41467-025-56815-9;qdp_2013_carrier-multiplication-qd-films
methods	after the deposition	4	4	10.1038/s41377-024-01500-7;10.1038/s41467-018-04986-z;10.1038/s41467-023-36773-w;10.1038/s41467-023-40150-y
introduction	however this approach	4	4	10.1038/s41467-019-08561-y;10.1038/s41467-024-45945-1;10.1038/s41467-025-64546-0;10.1038/s41928-024-01205-0
results	there is no	4	3	10.1038/s41467-022-29702-w;10.1038/s41467-020-15481-9;10.1038/s41467-024-50022-8
results	the eqe reaches	4	2	10.1038/s41467-023-35954-x;10.1038/s41467-018-06425-5
results	figure 6a shows	4	4	10.1038/s41467-019-08561-y;10.1038/s41467-021-22864-z;10.1038/s41467-021-24762-w;10.1038/s41467-025-57200-2
methods	after quickly increasing	4	2	10.1038/s41467-026-73298-4;10.1038/s41467-022-31189-4
results	2)(0 of single-dot	4	1	10.1038/s41467-017-01379-6
introduction	li et al.	4	4	10.1038/s41467-018-05760-x;10.1038/s41467-021-20970-6;10.1038/s41467-022-29538-4;10.1038/s41467-026-74151-4
results	this is supported	4	3	10.1038/s41467-024-55619-7;10.1038/s41467-024-53221-5;10.1038/s41467-026-74198-3
methods	all procedures were	4	3	10.1038/s41467-022-35731-2;10.1038/s41467-022-31189-4;10.1038/s41467-025-58471-5
results	in contrast a	4	3	10.1038/s41467-022-28480-9;10.1038/s41467-025-57200-2;10.1038/s41467-025-58471-5
results	this shows that	4	4	10.1038/s41467-021-27652-3;10.1038/s41467-025-61511-9;10.1038/s41467-025-63389-z;10.1038/s41566-024-01458-3
results	to probe the	4	4	10.1038/s41467-026-69200-x;10.1038/s41467-026-71301-6;qdp_2013_auger-control-carrier-kinetics;qdp_2016_inas-qd-size-tunable-nir-emission
results	the full width	4	4	10.1038/s41377-024-01704-x;10.1038/s41467-020-14747-6;10.1038/s41467-025-67737-x;10.1038/s43246-020-00084-0
methods	then 0.3 mmol	4	2	10.1038/s41467-020-16855-9;10.1038/s41467-023-35954-x
results	the role of	4	4	10.1038/s41467-018-02978-7;10.1038/s41467-025-65695-y;10.1038/s41928-026-01670-9;qdp_2016_inas-qd-size-tunable-nir-emission
methods	all the chemicals	4	4	10.1038/s41377-024-01704-x;10.1038/s41377-025-01768-3;10.1038/s41467-025-56557-8;10.1038/s41467-025-64546-0
results	finally we demonstrate	4	4	10.1038/s41467-022-32010-y;10.1038/s41467-025-62345-1;10.1038/s41467-025-64696-1;10.1038/s41928-024-01181-5
results	the el emission	4	4	10.1038/s41377-025-02000-y;10.1038/s41467-021-24762-w;10.1038/s41467-022-29812-5;10.1038/s41467-025-63653-2
results	to understand how	4	4	10.1038/s41467-022-28037-w;10.1038/s41467-024-53221-5;10.1038/s41467-025-57746-1;10.1038/s41586-024-07149-x
introduction	the presence of	4	4	10.1038/s41377-024-01704-x;10.1038/s41467-024-52521-0;10.1038/s41467-025-56987-4;10.1038/s42005-023-01169-1
results	the charge carrier	4	3	10.1038/s41467-023-38216-y;10.1038/s41467-019-13909-5;10.1038/s41467-026-72733-w
results	when the voltage	4	3	10.1038/s43246-020-00084-0;10.1038/s41377-024-01601-3;10.1038/s41467-026-72625-z
results	under these conditions	4	4	10.1038/s41467-018-03049-7;10.1038/s41467-025-56987-4;10.1038/s41566-024-01458-3;10.1038/s43246-026-01177-y
results	hence it is	4	4	10.1038/s41467-020-20555-9;10.1038/s41467-022-28480-9;10.1038/s41467-023-41868-5;10.1038/s41467-024-52401-7
methods	the optical simulation	4	4	10.1038/s41377-025-01835-9;10.1038/s41467-023-36118-7;10.1038/s41467-024-55376-7;10.1038/s41467-025-62345-1
results	it needs to	4	3	10.1038/s41467-019-13909-5;10.1038/s41467-021-27652-3;10.1038/s41467-025-56068-6
results	below we will	4	1	10.1038/s41467-025-61511-9
results	in detail the	4	3	10.1038/s41377-024-01601-3;10.1038/s41467-025-60886-z;10.1038/s43246-024-00645-7
results	the inset shows	4	3	10.1038/s41928-024-01181-5;10.1038/s41377-024-01500-7;10.1038/s41928-026-01670-9
methods	the atomic force	4	4	10.1038/s41377-025-01768-3;10.1038/s41377-025-01867-1;10.1038/s41377-026-02237-1;10.1038/s41467-025-66421-4
methods	the spectra were	4	4	10.1038/s41467-020-14747-6;10.1038/s41467-023-36118-7;10.1038/s41467-024-50432-8;10.1038/s41467-026-74583-y
results	at room temperature	4	4	10.1038/s41467-022-28037-w;10.1038/s41467-024-55619-7;10.1038/s41467-025-59527-2;10.1038/s41467-025-64546-0
results	the projected density	4	4	10.1038/s41467-023-41929-9;10.1038/s41467-024-45945-1;10.1038/s41467-025-65695-y;10.1038/s41563-025-02123-y
results	as reported in	4	4	10.1038/s41467-020-14756-5;10.1038/s41467-020-16865-7;10.1038/s41467-024-49791-z;10.1038/s41467-024-55619-7
results	the qd films	4	4	10.1038/s41377-025-01972-1;10.1038/s41467-018-04986-z;10.1038/s41467-020-17633-3;qdp_2013_carrier-multiplication-qd-films
abstract	this work establishes	4	4	10.1038/s41467-026-69198-2;10.1038/s41467-026-70555-4;10.1038/s41467-026-73298-4;10.1038/s42005-021-00742-w
methods	the size of	4	4	10.1038/s41467-020-16560-7;10.1038/s41467-024-45944-2;10.1038/s41467-024-50508-5;10.1038/s41928-024-01151-x
methods	the emitted light	4	4	10.1038/s41467-019-13951-3;10.1038/s41467-024-53221-5;10.1038/s41467-025-57304-9;10.1038/s41563-025-02123-y
results	the current density-voltage	4	4	10.1038/s41377-024-01704-x;10.1038/s41377-026-02247-z;10.1038/s41467-022-32010-y;10.1038/s41467-026-74198-3
results	this is likely	4	4	10.1038/s41467-019-13951-3;10.1038/s41467-025-57304-9;10.1038/s41467-025-59515-6;10.1038/s41467-025-62345-1
results	we then performed	4	4	10.1038/s41377-024-01704-x;10.1038/s41467-023-38216-y;10.1038/s41467-024-44894-z;10.1038/s41467-024-55653-5
methods	ftir spectra were	4	4	10.1038/s41467-024-54160-x;10.1038/s41467-025-56557-8;10.1038/s41467-026-72733-w;10.1038/s41928-024-01181-5
results	to further validate	4	3	10.1038/s41467-026-70555-4;10.1038/s41467-025-56987-4;10.1038/s41467-025-57304-9
methods	then 15 ml	4	4	10.1038/s41467-018-04986-z;10.1038/s41467-020-15481-9;10.1038/s41467-020-16865-7;10.1038/s41467-024-49574-6
methods	the device active	4	4	10.1038/s41467-018-05909-8;10.1038/s41467-019-09794-7;10.1038/s41467-026-68315-5;alhtl_2017_cspbbr3-moo3-hil-peled
results	we first investigated	4	4	10.1038/s41467-019-13951-3;10.1038/s41467-020-20555-9;10.1038/s41467-023-43408-7;10.1038/s41467-024-55619-7
results	in sharp contrast	4	3	10.1038/s41467-019-09737-2;10.1038/s41377-024-01500-7;qdp_2013_auger-control-carrier-kinetics
results	a comparison of	4	4	10.1038/s41467-023-36773-w;10.1038/s41467-024-53221-5;10.1038/s41467-025-67347-7;10.1038/s43246-026-01177-y
results	figure 4b shows	4	4	10.1038/s41467-021-24762-w;10.1038/s41467-023-43472-z;10.1038/s41467-024-49574-6;10.1038/s41467-025-61511-9
results	it is noteworthy	4	4	10.1038/s41377-024-01500-7;10.1038/s41467-019-13909-5;10.1038/s41467-024-55812-8;10.1038/s41467-025-56557-8
methods	a mechanical chopper	4	4	10.1038/s41467-018-05909-8;10.1038/s41467-020-20555-9;10.1038/s41467-025-61511-9;10.1038/s41586-023-05855-6
methods	the refractive index	4	4	10.1038/s41467-021-24931-x;10.1038/s41467-025-62345-1;10.1038/s41467-025-65871-0;10.1038/s41928-026-01670-9
methods	the excitation power	4	3	10.1038/s41467-022-29812-5;10.1038/s41467-023-43340-w;alhtl_2017_cspbbr3-moo3-hil-peled
methods	the j-v curves	4	3	10.1038/s41467-024-55653-5;10.1038/s41467-024-51760-5;10.1038/s41467-026-69198-2
methods	raman spectra were	4	4	10.1038/s41467-020-16855-9;10.1038/s41467-022-35731-2;10.1038/s41467-023-43340-w;10.1038/s41467-026-71292-4
results	the schematics of	4	3	10.1038/s41467-020-20433-4;10.1038/s41467-018-02978-7;10.1038/s41467-025-57746-1
results	the combination of	4	4	10.1038/s41377-025-01972-1;10.1038/s41467-024-50893-x;10.1038/s41467-025-58471-5;10.1038/s43246-026-01177-y
results	this highlights the	4	4	10.1038/s41467-018-06425-5;10.1038/s41467-024-54160-x;10.1038/s41467-026-71949-0;10.1038/s41928-026-01670-9
results	these findings demonstrate	4	4	10.1038/s41377-025-01867-1;10.1038/s41467-025-57200-2;10.1038/s41467-025-58471-5;10.1038/s41467-025-63209-4
results	the observation of	4	4	10.1038/s41467-022-31478-y;10.1038/s41467-022-35731-2;10.1038/s41467-023-38216-y;10.1038/s41467-025-66981-5
results	the samples were	4	3	10.1038/s43246-026-01177-y;10.1038/s41377-025-01867-1;10.1038/s41467-021-22864-z
methods	to minimize the	4	4	10.1038/s41467-023-41929-9;10.1038/s41467-024-54160-x;10.1038/s41467-025-58471-5;10.1038/s41467-026-69200-x
results	the root mean	4	4	10.1038/s41467-018-06425-5;10.1038/s41467-021-27652-3;10.1038/s41467-025-63389-z;10.1038/s41467-025-64111-9
results	these results indicated	4	2	10.1038/s41377-022-00855-z;10.1038/s41377-026-02247-z
results	this means that	4	4	10.1038/s41467-018-06294-y;10.1038/s41467-019-09737-2;10.1038/s41467-025-61511-9;10.1038/s41563-025-02123-y
results	furthermore we also	4	4	10.1038/s41467-019-09794-7;10.1038/s41467-020-20555-9;10.1038/s41467-024-50432-8;10.1038/s41467-025-64696-1
methods	finally the solution	4	3	10.1038/s41467-024-50432-8;10.1038/s41467-022-29812-5;10.1038/s41467-025-57472-8
methods	the luminance was	4	4	10.1038/s41377-026-02356-9;10.1038/s41467-023-40150-y;10.1038/s41467-024-44894-z;10.1038/s41467-026-73298-4
methods	all spectra were	4	4	10.1038/s41467-020-14747-6;10.1038/s41467-020-20582-6;10.1038/s41467-026-71949-0;10.1038/s41563-025-02123-y
results	this observation indicates	4	3	10.1038/s41467-025-58470-6;10.1038/s41467-026-72733-w;10.1038/s41928-024-01181-5
results	on top of	4	3	10.1038/s41467-025-59515-6;10.1038/s41467-020-15481-9;10.1038/s41467-024-46243-6
methods	fabrication of the	4	3	10.1038/s41467-024-46243-6;10.1038/s41467-025-64546-0;10.1038/s41928-024-01205-0
results	this improvement is	4	4	10.1038/s41377-026-02184-x;10.1038/s41377-026-02237-1;10.1038/s41467-024-54160-x;10.1038/s41467-025-64546-0
results	previous studies have	4	4	10.1038/s41467-023-40746-4;10.1038/s41467-024-54160-x;10.1038/s41467-025-57200-2;10.1038/s41467-025-57304-9
discussion	in summary our	4	4	10.1038/s41467-019-09737-2;10.1038/s41467-020-16560-7;10.1038/s41467-024-51760-5;10.1038/s41467-026-69200-x
